time,equity
2020-04-20 00:00:00,10000
2020-04-20 01:00:00,9987.277787397572
2020-04-20 02:00:00,10012.162024029627
2020-04-20 03:00:00,9994.81846516486
2020-04-20 04:00:00,10012.329594646677
2020-04-20 05:00:00,10011.938596540225
2020-04-20 06:00:00,10004.509632517638
2020-04-20 07:00:00,10028.206910612247
2020-04-20 08:00:00,9979.63936010367
2020-04-20 09:00:00,9974.647040423619
